번호,상태,기업정보,채용기간,업데이트일,채용공고명,분야,직무,경력조건,자격요건
4947,마감,페이레터,~ 2024-11-22,2024-10-28,페이레터(주) 웹 개발 (빌링시스템) 경력 모집,간편결제/간편송금,"백엔드 개발,프론트엔드 개발",경력,"JAVA Spring framwork 기반 Frontedn, Backend Service 개발"
4946,마감,(주)페르소나에이아이,~ 2024-11-23,2024-10-28,"AI 서비스 기획자 (PM,특급) 채용",AI(RPA),기획/마케팅,경력,"서비스 기획 10년 이상, Web/App 서비스 기획 및 운영해본 경험자"
4945,마감,(주)페르소나에이아이,~ 2024-11-30,2024-10-28,AI 서비스 기획자 및 PL/PM 채용,AI(RPA),기획/마케팅,경력,Web/App 서비스 기획 및 운영해본 경험자
4944,마감,(주)페르소나에이아이,~ 2024-11-03,2024-10-28,온프라미스 및 클라우드 인프라 엔지니어 채용,AI(RPA),네트워크/서버/보안,경력,"Docker, Gitlab, Jenkins, CircleCi, ArgoCD등 Tool을 이용한 CI/CD경험이 있으신 분"
4943,마감,(주)페르소나에이아이,~ 2024-11-07,2024-10-28,인공지능 (AI) 솔루션 개발자 JAVA 및 PHP 개발자 채용,AI(RPA),빅데이터/AI,경력,각 부문별 상이
4942,마감,(주)페르소나에이아이,~ 2024-11-15,2024-10-28,AI 음성인식 개발자 채용,AI(RPA),빅데이터/AI,경력,딥러닝 음성/화자 인식에 대한 연구 개발 경험 보유 등
4941,마감,파운트,~ 2024-11-21,2024-10-28,[핀테크/금융] 서비스 기획 (B2B),로보어드바이저,기획/마케팅,경력,경력 1년 ~ 8년
4940,마감,파운트,~ 2024-11-08,2024-10-24,[금융/핀테크/SI] 프론트엔드 엔지니어,로보어드바이저,프론트엔드 개발,경력,"React, Vue, Angular등 SPA 프레임워크 사용에 익숙한 분"
4939,마감,파운트,~ 2024-10-31,2024-10-24,[핀테크] 파운트 백엔드 엔지니어 (JAVA) _ 채용시 마감,로보어드바이저,백엔드 개발,경력,금융권 SI 개발 경력자 우대
4938,마감,티모넷,~ 2024-10-31,2024-10-24,(주) 티모넷 댐댐 APP 기획/마케팅 팀장 채용모집,간편결제/간편송금,기획/마케팅,경력,"웹, 모바일 등 다양한 환경에서의 프로덕트 설계 및 운영 경험"
4937,마감,티모넷,~ 2024-11-07,2024-10-24,(주) 티모넷 핀테크사업본부 APP 서비스 운영직 채용공고,간편결제/간편송금,기타,경력무관,책임감을 가지고 주도적으로 업무를 수행할 수 있는 분
4936,마감,티모넷,~ 2024-11-07,2024-10-24,(주)티모넷 컨버전스 기술팀 프론트엔드 개발자 모집 (신입/경력),간편결제/간편송금,프론트엔드 개발,"신입,경력",Java 언어에 능숙하고 개발 경험이 있으신 분
4935,마감,트리거파트너스,~ 2024-10-31,2024-10-24,[칵테일펀딩] 주택담보대출 영업/심사/고객상담 (신입/경력) _ 채용시 마감,P2P 대출/온라인대출,기타,"신입,경력","학력, 성별 무관"
4934,마감,쿠콘,~ 2024-11-22,2024-10-24,법무담당자 정규직 (경력) 모집,기타,기타,경력,법학학사 이상의 학위를 보유한 분
4933,마감,주식회사 크로스이엔에프,~ 2024-11-23,2024-10-24,CS Staff 모집 (Vietnam/Thailand/China/Mongolia/Uzbekistan),소액해외송금,기타,경력무관,경력무관
4932,마감,주식회사 크로스이엔에프,~ 2024-10-31,2024-10-24,재무회계 담당자 (4~7년) _ 채용시 마감,소액해외송금,기타,경력,재무/회계/자금/세무 실무 4년 이상 수행 경
4931,마감,코인원,~ 2024-10-31,2024-10-24,[코인원] AML 팀 고객확인 업무 담당자,가상자산 교환·중개,기타,경력,"AML 정책 기획, 시스템 구축 등 관련 경력 3녀 ㄴ상"
4930,마감,코인원,~ 2024-10-31,2024-10-24,[코인원] 시장감시 담당자 (불공정거래행위 규제 모니터링)_채용시 마감,가상자산 교환·중개,기타,경력,금융권 업무 경력 최소 3년 이상 유관업무 경험
4929,마감,코인원,~ 2024-12-16,2024-10-24,자금세탁방지 (AML) STR 모니터링 담당자,가상자산 교환·중개,기타,경력,자금세탁방지 관련 법령/ 규정과 시스템에 대한 이해를 갖추신 분
4928,마감,코인원,~ 2024-10-25,2024-10-24,(주) 코인원 사내변호사 (경력무관),가상자산 교환·중개,기타,경력무관,국내 변호사 자격증 소유하신 분
4927,마감,코나아이,~ 2024-11-29,2024-10-22,[코나아이 (주)] DBA 담당자 채용 (김포 근무),금융 소프트웨어,빅데이터/AI,경력,"DBA 로서 3년 이사으이 경험을 가지고 계시며, 특히 Oracle DBA 3년이상의 경험"
4926,마감,코나아이,~ 2024-10-30,2024-10-22,[코나아이(주)] 카드 디자인 담당자 채용,금융 소프트웨어,퍼블리싱/디자인(UI/UX),경력,Adobe Illustrator를 상급 이상으로 사용 가능하신 분
4925,마감,코나아이,~ 2024-11-12,2024-10-22,[코나아이 (주)] 정산 담당자 채용,금융 소프트웨어,기타,경력,정산 업무 경험 및 우수
4924,마감,코나아이,~ 2024-11-22,2024-10-22,[코나아이(주)] 영업 담당자 채용,금융 소프트웨어,기타,경력,사업 모델 기획부터 사업 운영까지의 전체적인 경험이 있으신
4923,마감,케이에스넷,~ 2024-10-31,2024-10-22,VAN 영업 담당자 채용_채용시 마감,간편결제/간편송금,기타,경력무관,결제시장에 대한 이해를 가지고 있으신 분
4922,마감,지머니트랜스,~ 2024-11-09,2024-10-22,[Gmoneytrans] 인사 급여 총무 법률 사무직 채용 공고,소액해외송금,기타,"신입,경력",법률 관련 자격증을 소지하신 분
4921,마감,지머니트랜스,~ 2024-12-05,2024-10-22,[Gmoneytrans] 재무 회계 팀원 채용,소액해외송금,기타,경력무관,컴퓨터 활용능력 보유
4920,마감,제이씨원,~ 2024-11-06,2024-10-22,Java 개발자 모집 (소프트웨어 솔루션 개발 및 유지보수),금융 소프트웨어,네트워크/서버/보안,"신입,경력",신입/경력 5년 이하
4919,마감,유비벨록스,~ 2024-11-03,2024-10-22,서버 개발자 모집,금융 소프트웨어,네트워크/서버/보안,경력,"Java, JSP, Spring, Linux, DB(Oracle, MariaDB, Tibero, MySql등)"
4918,마감,유비벨록스,~ 2024-11-03,2024-10-22,국책사업기획 및 운영,금융 소프트웨어,기획/마케팅,경력,IT 기술 및 정보통신 주요기술 사업이해도 필수
4917,마감,주식회사 와이어바알리,~ 2024-10-30,2024-10-21,[핀테크] 해외송금 서비스기획 경력 채용 (정규직),소액해외송금,기획/마케팅,경력,"웹, 모바일, 앱 서비스 UI/UX 기획 경력 3년 이상"
4916,마감,와디즈,~ 2024-10-31,2024-10-21,[와디즈] 펀딩 Success Director (경력),크라우드펀딩,기획/마케팅,경력,와디즈 프로젝트 별 성공 요인에 대한 분석이 가능한 분
4915,마감,와디즈,~ 2024-10-31,2024-10-21,[와디즈] PR 담당자 (경력),크라우드펀딩,기타,경력,언론 홍보 경력 3년 이상 보유하신 분
4914,마감,와디즈,~ 2024-10-31,2024-10-21,[와디즈] 자금 담당자 (경력),크라우드펀딩,기타,"신입,경력",법인카드 관리 업무에 대한 경험이 있으신 분
4913,마감,와디즈,~ 2024-10-23,2024-10-21,QA 담당자,크라우드펀딩,기타,경력,QA 및 Test Plan 작성 및 관리와 종료 후 결과를 작성해보신
4912,마감,엑심베이,~ 2024-11-02,2024-10-21,해외결제 위험관리 운영 담당 (1년 계약),소액해외송금,기타,"신입,경력",데이터 리터러시 역량 함항하시는 분
4911,마감,엑심베이,~ 2024-11-03,2024-10-21,Data Engineer,소액해외송금,빅데이터/AI,"신입,경력","Data Warehouse/Data Mart, Data Pipeline 운영 경험이 있으신 분"
4910,마감,엑심베이,~ 2024-11-08,2024-10-21,온보딩 Product Owner,소액해외송금,기획/마케팅,경력,"PO,PM 경력을 3년 이상 보유하신 분"
4909,마감,엑심베이,~ 2024-11-03,2024-10-21,통합 정산 시스템 개발자,소액해외송금,네트워크/서버/보안,경력,"정산, 회계 관련 지식 또는 경험을 보유하신 분"
4908,마감,엑심베이,~ 2024-11-03,2024-10-21,오프라인 결제 개발자,소액해외송금,백엔드 개발,경력,"Spring framewark, Spring Boot, SpringBath 개발 경험이 있으신 분"
4907,마감,엑심베이,~ 2024-11-02,2024-10-21,PG 플랫폼 개발자,소액해외송금,백엔드 개발,경력,풀스택 개발자로 3년 이상의 경험을 보유하신
4906,마감,엑심베이,~ 2024-11-02,2024-10-21,"온라인 결제 운영, CS 담당 (1년 계약)",소액해외송금,기타,"신입,경력",꼼꼼한 성향으로 반복적인 업무를 정확하게 수행해 주실 수 있는 분
4905,마감,엑심베이,~ 2024-11-08,2024-10-21,CX 담당자 (1년 계약),소액해외송금,기타,경력,고객지향 마인드를 보유하고 서비스에 대한 이해와 지식 습득이 빠르신 분
4904,마감,(주)에이젠글로벌,~ 2024-12-01,2024-10-21,[에이젠글로벌] 글로벌 비즈니스 전략,개인자산관리,기획/마케팅,경력무관,"데이터를 기반으로 의사결정을 내릴 수 있는 분석과 문서 작업 능력, 글로벌 사업 실행의 역량"
4903,마감,(주)에이젠글로벌,~ 2024-10-24,2024-10-21,React FrontEnd Developer,개인자산관리,프론트엔드 개발,경력,React.js 개발 경력 3년 이상 혹은 그에 준함
4902,마감,에셋플러스자산운용,~ 2024-10-25,2024-10-21,"24년도 하반기 직원 수시채용 인하우스 디자이너 (컨텥츠, 웹, 브랜드 디자인등)",빅데이터 분석,퍼블리싱/디자인(UI/UX),"신입,경력",금융상품 또는 관련 기획안을 이해하고 디자인으로 녹여낼수 있는 역량을 보유하신 분
4901,마감,얼터너티브자산운용,~ 2024-10-31,2024-10-21,"부동산 총무담당자 채용(투자자산운용사 필수, 인사총무 경험자 우대)",개인자산관리,기타,경력무관,토지 및 상가 매각 경험자 우대
4900,마감,(주)아이퀘스트,~ 2024-11-22,2024-10-21,[상장기업] 고객상담원 모집 (신입/경력),금융 소프트웨어,기타,경력무관,전화상담 경험 우대
4899,마감,(주)아이퀘스트,~ 2024-10-31,2024-10-21,[상장IT 기업] B2B솔루션 세일즈 경력 채용 _ 채용시 마감,금융 소프트웨어,기획/마케팅,경력 >,
4898,마감,(주)아이퀘스트,~ 2024-12-20,2024-10-21,[상장IT기업] P&M 팀 서비스기획자 모집,금융 소프트웨어,기획/마케팅,경력,PM 으로서 프로척트 리딩 경험이 있으신 분
4897,마감,아이지넷,~ 2024-10-31,2024-10-18,[복지우수] 연구소 React Native Frontend 경력직 채용,인슈어테크,프론트엔드 개발,경력,"Frontend, BackEnd 등 IT 개발 경력 총 5년 이상 ~ 15년"
4896,마감,아이지넷,~ 2024-10-25,2024-10-18,React Native Frontend Engineer 채용,인슈어테크,프론트엔드 개발,경력,"Frontend, BackEnd 등 IT서비스 개발 경력 총 5년 이상 ~ 15년 이하"
4895,마감,씽크풀,~ 2024-10-20,2024-10-15,IT 서비스 기획자,AI(RPA),기획/마케팅,"신입,경력",신입/경력 1년 ~ 5년
4894,마감,스마트캐스트,~ 2024-10-24,2024-10-15,경영지원팀 채용,기타,기타,경력,성실하고 꼼꼼하신 분 우대
4893,마감,스마트캐스트,~ 2024-10-20,2024-10-15,(주)스카트캐스트 운영재고/장비 세팅 / 출고/외주관리 인원 모집,기타,기타,경력무관,IT 솔루션에 대한 간략한 지식 보유 등
4892,마감,소테리아,~ 2024-11-12,2024-10-15,S/W 개발 엔지니어 채용 [ASIC],보안/인증,기타,경력,Firmware/Linux/RTOS 개발 경력 등
4891,마감,소테리아,~ 2024-11-12,2024-10-15,H/W 개발 엔지니어 채용 [ASIC],보안/인증,기타,경력,So/MCU/FPGA 기반 설계/최적화/검증 경력
4890,마감,소테리아,~ 2024-11-12,2024-10-15,Analog Circuit Design 엔지니어 채용 [ASIC],보안/인증,퍼블리싱/디자인(UI/UX),경력,Circuit Design 및 Circuit Simulation 경력자
4889,마감,소테리아,~ 2024-11-12,2024-10-15,Front-End Design 엔지니어 채용 (사원 ~ 선임) [ASIC],보안/인증,프론트엔드 개발,경력,"Front-End Design 경험, RTX Design, Verdi, VCS, Verilog"
4888,마감,소테리아,~ 2024-10-24,2024-10-15,재무/자금/정부과제 담당자 채용,보안/인증,기타,경력,"경영학, 경제학, 회계학 계열 전공, 스타트업 경력 보유자"
4887,마감,센트비,~ 2024-10-31,2024-10-15,[SentBe] Vietnam CX Manager_채용시 마감,소액해외송금,기타,경력무관,D2 or F visa
4886,마감,센트비,~ 2024-10-31,2024-10-15,Product Manager (Compliance) _ 채용시 마감,소액해외송금,기타,경력,"개발, Compliance, CX 팀등 다양한 이해관계자와 협업을 적극적으로 이끌어 갈 수 있으신 분"
4885,마감,센트비,~ 2024-10-31,2024-10-15,[SentBe] Corridor Marketer for Vietnam _채용시 마감,소액해외송금,기획/마케팅,경력,Must have a background in marketing or experience in th finance field
4884,마감,(주)센스톤,~ 2024-11-06,2024-10-14,마케팅 홍보 대리급 채용,보안/인증,기획/마케팅,경력,마케팅 홍보 유관직무 최소 3년 이상 경력을 보유하신 분
4883,마감,(주)헥토파이낸셜,~ 2024-11-13,2024-10-14,[헥토파이낸셜] 공공기관 영업 담당자 모집,간편결제/간편송금,기타,경력무관,영업직무에 대한 태도 및 마인드를 갖추신 분
4882,마감,(주)헥토파이낸셜,~ 2024-10-15,2024-10-14,[헥토파이낸셜] 법무 담당자 모집의 건,간편결제/간편송금,기타,경력,법대 졸업 또는 법학관련 30학점 이상 이수 또는 법무 유관경험자
4881,마감,(주)헥토파이낸셜,~ 2024-10-20,2024-10-14,[헥토파이낸셜] PG 서비스 운영 담당자,간편결제/간편송금,기타,경력,웹 서비스 개발 및 운영 경험 4년 이상 보유하신 분
4880,마감,사고링크,~ 2024-11-20,2024-10-14,영업 마케터 채용 (신입 가능),인슈어테크,기획/마케팅,경력무관,"성취지향성, 성장지향성, 창의성, 꼼꼼함"
4879,마감,사고링크,~ 2024-11-10,2024-10-14,마케터 채용 (신입 가능),인슈어테크,기획/마케팅,경력무관,"성취지향성, 성장지향성, 창의성, 꼼꼼함을 갖춘 분"
4878,마감,사고링크,~ 2024-10-31,2024-10-14,[사고링크] 신ㅊ 손해사정 보조인 채용_상시 채용,인슈어테크,기타,경력무관,"보험관련 학과 학사 이수, 손해사정사 1차 합격"
4877,마감,빗썸코리아,~ 2024-11-05,2024-10-08,SRE엔지니어,가상자산 교환·중개,기타,경력,Observability (Metric/Logs/Tracing)에 대한 기본 지식과 경험이 있는 분
4876,마감,빗썸코리아,~ 2024-11-05,2024-10-08,"규제대응(AML, FDS 등)시스템 B/E 개발자",가상자산 교환·중개,네트워크/서버/보안,경력,JAVA 언어로 Spring Boot를 활용한 서비스 구축/운영 경력 3년 이상이신 분
4875,마감,빗썸코리아,~ 2024-11-05,2024-10-08,Back End - 거래소 서비스 개발 (3년 이상),가상자산 교환·중개,백엔드 개발,경력,최소 하나 이상의 프로그래밍 언어를 사용하여 실제 고객에게 서비스 되는 프로젝트에 참여한 경험이 있으신 분
4874,마감,빗썸코리아,~ 2024-11-05,2024-10-08,블록체인 서비스 개발,가상자산 교환·중개,백엔드 개발,경력,하나 이상의 프로그래밍 언어를 이용하여 서비스를 개발한 경험이 있으신 분
4873,마감,빗썸코리아,~ 2024-11-05,2024-10-08,백오피스 시스템 B/E 개발자,가상자산 교환·중개,백엔드 개발,경력,Java 언어로 Spring Boot를 활용한 서비스 구축 및 운영 경력을 3년 이상 보유하신 분
4872,마감,빗썸코리아,~ 2024-10-15,2024-10-08,스테이킹 서비스 개발 (주니어),가상자산 교환·중개,네트워크/서버/보안,경력,"Bitcoin, Ethereum 등 블록체인 관련 기술을 이해하시는 분"
